id,group,url,size
CPSC 2130,CPSC,https://planner.langaracs.ca/courses/CPSC/2130,0
FREN 1205,FREN,https://planner.langaracs.ca/courses/FREN/1205,0
BC French 9,HS Course,,1
BC French 10,HS Course,,1
BUSM 5000,BUSM,https://planner.langaracs.ca/courses/BUSM/5000,0
COOP 2300,COOP,https://planner.langaracs.ca/courses/COOP/2300,1
BUSM 4850,BUSM,https://planner.langaracs.ca/courses/BUSM/4850,0
ECED 1101,ECED,https://planner.langaracs.ca/courses/ECED/1101,1
ECED 1112,ECED,https://planner.langaracs.ca/courses/ECED/1112,3
ECED 1115,ECED,https://planner.langaracs.ca/courses/ECED/1115,1
ECED 1116,ECED,https://planner.langaracs.ca/courses/ECED/1116,1
ANTH 2233,ANTH,https://planner.langaracs.ca/courses/ANTH/2233,0
ANTH 1132,ANTH,https://planner.langaracs.ca/courses/ANTH/1132,1
RELS 2210,RELS,https://planner.langaracs.ca/courses/RELS/2210,0
RELS 1120,RELS,https://planner.langaracs.ca/courses/RELS/1120,1
RELS 1210,RELS,https://planner.langaracs.ca/courses/RELS/1210,1
RELS 1215,RELS,https://planner.langaracs.ca/courses/RELS/1215,1
RELS 1220,RELS,https://planner.langaracs.ca/courses/RELS/1220,1
RELS 1230,RELS,https://planner.langaracs.ca/courses/RELS/1230,1
BUSM 4120,BUSM,https://planner.langaracs.ca/courses/BUSM/4120,0
JOUR 1288,JOUR,https://planner.langaracs.ca/courses/JOUR/1288,1
JOUR 2178,JOUR,https://planner.langaracs.ca/courses/JOUR/2178,1
JOUR 2398,JOUR,https://planner.langaracs.ca/courses/JOUR/2398,1
MATH 2382,MATH,https://planner.langaracs.ca/courses/MATH/2382,0
PHYS 1219,PHYS,https://planner.langaracs.ca/courses/PHYS/1219,0
PHYS 1115,PHYS,https://planner.langaracs.ca/courses/PHYS/1115,1
PHYS 1125,PHYS,https://planner.langaracs.ca/courses/PHYS/1125,3
GERO 2415,GERO,https://planner.langaracs.ca/courses/GERO/2415,0
HSCI 2295,HSCI,https://planner.langaracs.ca/courses/HSCI/2295,0
HSCI 1195,HSCI,https://planner.langaracs.ca/courses/HSCI/1195,2
BUSM 3392,BUSM,https://planner.langaracs.ca/courses/BUSM/3392,0
LATN 1117,LATN,https://planner.langaracs.ca/courses/LATN/1117,1
LATN 1115,LATN,https://planner.langaracs.ca/courses/LATN/1115,1
BIOL 1191,BIOL,https://planner.langaracs.ca/courses/BIOL/1191,1
DSGN 2351,DSGN,https://planner.langaracs.ca/courses/DSGN/2351,0
DANA 4820,DANA,https://planner.langaracs.ca/courses/DANA/4820,2
FMGT 4520,FMGT,https://planner.langaracs.ca/courses/FMGT/4520,0
FMGT 3223,FMGT,https://planner.langaracs.ca/courses/FMGT/3223,1
FINA 2230,FINA,https://planner.langaracs.ca/courses/FINA/2230,0
WMST 2270,WMST,https://planner.langaracs.ca/courses/WMST/2270,0
SPAN 1115,SPAN,https://planner.langaracs.ca/courses/SPAN/1115,2
NURS 1104,NURS,https://planner.langaracs.ca/courses/NURS/1104,1
GERO 2100,GERO,https://planner.langaracs.ca/courses/GERO/2100,1
GERO 2215,GERO,https://planner.langaracs.ca/courses/GERO/2215,0
COOP 4303,COOP,https://planner.langaracs.ca/courses/COOP/4303,0
COOP 3302,COOP,https://planner.langaracs.ca/courses/COOP/3302,1
COOP 3303,COOP,https://planner.langaracs.ca/courses/COOP/3303,1
JOUR 1225,JOUR,https://planner.langaracs.ca/courses/JOUR/1225,0
JOUR 1220,JOUR,https://planner.langaracs.ca/courses/JOUR/1220,0
JOUR 1200,JOUR,https://planner.langaracs.ca/courses/JOUR/1200,0
JOUR 2410,JOUR,https://planner.langaracs.ca/courses/JOUR/2410,0
JOUR 1290,JOUR,https://planner.langaracs.ca/courses/JOUR/1290,0
JOUR 2458,JOUR,https://planner.langaracs.ca/courses/JOUR/2458,1
JOUR 1230,JOUR,https://planner.langaracs.ca/courses/JOUR/1230,0
KINS 3303,KINS,https://planner.langaracs.ca/courses/KINS/3303,0
KINS 1103,KINS,https://planner.langaracs.ca/courses/KINS/1103,1
KINS 1120,KINS,https://planner.langaracs.ca/courses/KINS/1120,1
GEOG 2275,GEOG,https://planner.langaracs.ca/courses/GEOG/2275,1
GEOG 1110,GEOG,https://planner.langaracs.ca/courses/GEOG/1110,4
GEOG 1120,GEOG,https://planner.langaracs.ca/courses/GEOG/1120,4
GEOG 1130,GEOG,https://planner.langaracs.ca/courses/GEOG/1130,4
GEOG 1150,GEOG,https://planner.langaracs.ca/courses/GEOG/1150,4
GEOG 1155,GEOG,https://planner.langaracs.ca/courses/GEOG/1155,4
GEOG 1160,GEOG,https://planner.langaracs.ca/courses/GEOG/1160,4
GEOG 1170,GEOG,https://planner.langaracs.ca/courses/GEOG/1170,3
GEOG 2155,GEOG,https://planner.langaracs.ca/courses/GEOG/2155,1
FINA 2290,FINA,https://planner.langaracs.ca/courses/FINA/2290,0
AHIS 1112,AHIS,https://planner.langaracs.ca/courses/AHIS/1112,1
AHIS 1114,AHIS,https://planner.langaracs.ca/courses/AHIS/1114,1
AHIS 1212,AHIS,https://planner.langaracs.ca/courses/AHIS/1212,2
AHIS 1214,AHIS,https://planner.langaracs.ca/courses/AHIS/1214,1
AHIS 1301,AHIS,https://planner.langaracs.ca/courses/AHIS/1301,1
AHIS 1302,AHIS,https://planner.langaracs.ca/courses/AHIS/1302,1
MATH 2373,MATH,https://planner.langaracs.ca/courses/MATH/2373,0
NURS 1109,NURS,https://planner.langaracs.ca/courses/NURS/1109,4
NURS 1121,NURS,https://planner.langaracs.ca/courses/NURS/1121,4
NURS 1130,NURS,https://planner.langaracs.ca/courses/NURS/1130,4
NURS 1160,NURS,https://planner.langaracs.ca/courses/NURS/1160,4
NURS 1163,NURS,https://planner.langaracs.ca/courses/NURS/1163,5
BUSM 3400,BUSM,https://planner.langaracs.ca/courses/BUSM/3400,0
PHYS 2424,PHYS,https://planner.langaracs.ca/courses/PHYS/2424,0
PHYS 1225,PHYS,https://planner.langaracs.ca/courses/PHYS/1225,2
CPSC 2480,CPSC,https://planner.langaracs.ca/courses/CPSC/2480,0
KINS 1160,KINS,https://planner.langaracs.ca/courses/KINS/1160,0
KINS 2262,KINS,https://planner.langaracs.ca/courses/KINS/2262,0
KINS 1150,KINS,https://planner.langaracs.ca/courses/KINS/1150,0
FINA 2220,FINA,https://planner.langaracs.ca/courses/FINA/2220,0
FMGT 4816,FMGT,https://planner.langaracs.ca/courses/FMGT/4816,2
BINF 4100,BINF,https://planner.langaracs.ca/courses/BINF/4100,0
FREN 1118,FREN,https://planner.langaracs.ca/courses/FREN/1118,0
ENGL 1106,ENGL,https://planner.langaracs.ca/courses/ENGL/1106,1
MARK 1200,MARK,https://planner.langaracs.ca/courses/MARK/1200,0
MARK 2500,MARK,https://planner.langaracs.ca/courses/MARK/2500,0
LATN 2225,LATN,https://planner.langaracs.ca/courses/LATN/2225,1
JOUR 2470,JOUR,https://planner.langaracs.ca/courses/JOUR/2470,0
JOUR 2278,JOUR,https://planner.langaracs.ca/courses/JOUR/2278,1
DSGN 2451,DSGN,https://planner.langaracs.ca/courses/DSGN/2451,0
DSGN 2251,DSGN,https://planner.langaracs.ca/courses/DSGN/2251,0
DSGN 2353,DSGN,https://planner.langaracs.ca/courses/DSGN/2353,0
JOUR 2430,JOUR,https://planner.langaracs.ca/courses/JOUR/2430,0
JOUR 1177,JOUR,https://planner.langaracs.ca/courses/JOUR/1177,1
ECED 1308,ECED,https://planner.langaracs.ca/courses/ECED/1308,0
ECED 1212,ECED,https://planner.langaracs.ca/courses/ECED/1212,1
FLMA 1222,FLMA,https://planner.langaracs.ca/courses/FLMA/1222,0
FLMA 1110,FLMA,https://planner.langaracs.ca/courses/FLMA/1110,2
FLMA 1210,FLMA,https://planner.langaracs.ca/courses/FLMA/1210,0
WMDD 4985,WMDD,https://planner.langaracs.ca/courses/WMDD/4985,0
GREK 1115,GREK,https://planner.langaracs.ca/courses/GREK/1115,1
PSYC 2323,PSYC,https://planner.langaracs.ca/courses/PSYC/2323,0
PSYC 2327,PSYC,https://planner.langaracs.ca/courses/PSYC/2327,0
PSYC 2322,PSYC,https://planner.langaracs.ca/courses/PSYC/2322,0
PSYC 2426,PSYC,https://planner.langaracs.ca/courses/PSYC/2426,0
LATN 2227,LATN,https://planner.langaracs.ca/courses/LATN/2227,0
THEA 3560,THEA,https://planner.langaracs.ca/courses/THEA/3560,0
THEA 2460,THEA,https://planner.langaracs.ca/courses/THEA/2460,1
DSGN 2256,DSGN,https://planner.langaracs.ca/courses/DSGN/2256,0
FLMA 1261,FLMA,https://planner.langaracs.ca/courses/FLMA/1261,0
FLMA 1160,FLMA,https://planner.langaracs.ca/courses/FLMA/1160,2
FLMA 1262,FLMA,https://planner.langaracs.ca/courses/FLMA/1262,0
WMDD 4970,WMDD,https://planner.langaracs.ca/courses/WMDD/4970,0
FINA 2261,FINA,https://planner.langaracs.ca/courses/FINA/2261,0
WMDD 4950,WMDD,https://planner.langaracs.ca/courses/WMDD/4950,0
FLMA 1271,FLMA,https://planner.langaracs.ca/courses/FLMA/1271,0
FLMA 1272,FLMA,https://planner.langaracs.ca/courses/FLMA/1272,0
COOP 2314,COOP,https://planner.langaracs.ca/courses/COOP/2314,0
COOP 2301,COOP,https://planner.langaracs.ca/courses/COOP/2301,4
KINS 2235,KINS,https://planner.langaracs.ca/courses/KINS/2235,0
MATH 1262,MATH,https://planner.langaracs.ca/courses/MATH/1262,0
MATH 1162,MATH,https://planner.langaracs.ca/courses/MATH/1162,1
RECR 2470,RECR,https://planner.langaracs.ca/courses/RECR/2470,0
RECR 2361,RECR,https://planner.langaracs.ca/courses/RECR/2361,0
RECR 1168,RECR,https://planner.langaracs.ca/courses/RECR/1168,0
GERO 2200,GERO,https://planner.langaracs.ca/courses/GERO/2200,0
EDAS 1200,EDAS,https://planner.langaracs.ca/courses/EDAS/1200,0
EDAS 1100,EDAS,https://planner.langaracs.ca/courses/EDAS/1100,1
GREK 1215,GREK,https://planner.langaracs.ca/courses/GREK/1215,0
WMDD 4998,WMDD,https://planner.langaracs.ca/courses/WMDD/4998,0
PHOT 2490,PHOT,https://planner.langaracs.ca/courses/PHOT/2490,1
PHOT 1190,PHOT,https://planner.langaracs.ca/courses/PHOT/1190,1
FINA 2210,FINA,https://planner.langaracs.ca/courses/FINA/2210,0
LIBR 2315,LIBR,https://planner.langaracs.ca/courses/LIBR/2315,0
BIOL 3315,BIOL,https://planner.langaracs.ca/courses/BIOL/3315,1
BIOL 3430,BIOL,https://planner.langaracs.ca/courses/BIOL/3430,1
CPSC 3280,CPSC,https://planner.langaracs.ca/courses/CPSC/3280,1
FLMA 1280,FLMA,https://planner.langaracs.ca/courses/FLMA/1280,0
FLMA 1180,FLMA,https://planner.langaracs.ca/courses/FLMA/1180,1
BINF 4225,BINF,https://planner.langaracs.ca/courses/BINF/4225,0
BINF 4215,BINF,https://planner.langaracs.ca/courses/BINF/4215,1
SSRV 1233,SSRV,https://planner.langaracs.ca/courses/SSRV/1233,0
ABST 2120,ABST,https://planner.langaracs.ca/courses/ABST/2120,0
SPAN 2219,SPAN,https://planner.langaracs.ca/courses/SPAN/2219,0
MATH 1170,MATH,https://planner.langaracs.ca/courses/MATH/1170,5
Calculus 12,HS Course,,5
MARK 2430,MARK,https://planner.langaracs.ca/courses/MARK/2430,0
PHOT 2420,PHOT,https://planner.langaracs.ca/courses/PHOT/2420,1
FINA 1160,FINA,https://planner.langaracs.ca/courses/FINA/1160,1
HSCI 2211,HSCI,https://planner.langaracs.ca/courses/HSCI/2211,0
HSCI 1130,HSCI,https://planner.langaracs.ca/courses/HSCI/1130,5
HKIN 1190,HKIN,https://planner.langaracs.ca/courses/HKIN/1190,5
HSCI 2216,HSCI,https://planner.langaracs.ca/courses/HSCI/2216,0
COOP 2502,COOP,https://planner.langaracs.ca/courses/COOP/2502,3
COOP 2503,COOP,https://planner.langaracs.ca/courses/COOP/2503,2
MARK 2200,MARK,https://planner.langaracs.ca/courses/MARK/2200,0
Precalculus 11,HS Course,,5
Foundations of Math 11,HS Course,,1
Foundations of Math 12,HS Course,,1
Apprentice and Workplace Math 12,HS Course,,1
MATH 1150,MATH,https://planner.langaracs.ca/courses/MATH/1150,5
CMNS 1114,CMNS,https://planner.langaracs.ca/courses/CMNS/1114,1
MATH 1118,MATH,https://planner.langaracs.ca/courses/MATH/1118,2
MATH 1119,MATH,https://planner.langaracs.ca/courses/MATH/1119,2
ENGL 1121,ENGL,https://planner.langaracs.ca/courses/ENGL/1121,5
LEAP,Exam,,5
CRIM 1220,CRIM,https://planner.langaracs.ca/courses/CRIM/1220,0
LPI,Exam,,5
CRIM 1115,CRIM,https://planner.langaracs.ca/courses/CRIM/1115,5
CRIM 1116,CRIM,https://planner.langaracs.ca/courses/CRIM/1116,5
CRIM 1125,CRIM,https://planner.langaracs.ca/courses/CRIM/1125,5
ECON 1119,ECON,https://planner.langaracs.ca/courses/ECON/1119,5
HIST 1116,HIST,https://planner.langaracs.ca/courses/HIST/1116,5
HIST 1126,HIST,https://planner.langaracs.ca/courses/HIST/1126,5
PHIL 1100,PHIL,https://planner.langaracs.ca/courses/PHIL/1100,5
PHIL 1101,PHIL,https://planner.langaracs.ca/courses/PHIL/1101,5
CRIM 2103,CRIM,https://planner.langaracs.ca/courses/CRIM/2103,0
MATH 1190,MATH,https://planner.langaracs.ca/courses/MATH/1190,0
Foundations of Mathematics 12,HS Course,,5
MATH 1101,MATH,https://planner.langaracs.ca/courses/MATH/1101,3
MARK 1250,MARK,https://planner.langaracs.ca/courses/MARK/1250,0
BC English 12,HS Course,,2
BC English Literature 12,HS Course,,2
BC English First Peoples 12,HS Course,,2
CHEM 1114,CHEM,https://planner.langaracs.ca/courses/CHEM/1114,1
Chemistry 11,HS Course,,1
Langara Math Diagnostic Test,Exam,,1
CPSC 1090,CPSC,https://planner.langaracs.ca/courses/CPSC/1090,0
Mathematics Diagnostic Test,Exam,,1
Principles of Physics 12,HS Course,,1
BUSM 1200,BUSM,https://planner.langaracs.ca/courses/BUSM/1200,0
BUSM 2115,BUSM,https://planner.langaracs.ca/courses/BUSM/2115,0
BUSM 1115,BUSM,https://planner.langaracs.ca/courses/BUSM/1115,0
FSIE 1120,FSIE,https://planner.langaracs.ca/courses/FSIE/1120,0
Foundations of Mathematics 11,HS Course,,2
MARK 2100,MARK,https://planner.langaracs.ca/courses/MARK/2100,0
LEAP 8,LEAP,https://planner.langaracs.ca/courses/LEAP/8,5
CPSC 1091,CPSC,https://planner.langaracs.ca/courses/CPSC/1091,0
HSCI 1180,HSCI,https://planner.langaracs.ca/courses/HSCI/1180,3
HSCI 1120,HSCI,https://planner.langaracs.ca/courses/HSCI/1120,3
HSCI 1140,HSCI,https://planner.langaracs.ca/courses/HSCI/1140,3
HSCI 1160,HSCI,https://planner.langaracs.ca/courses/HSCI/1160,3
MATH 1100,MATH,https://planner.langaracs.ca/courses/MATH/1100,1
CRIM 2416,CRIM,https://planner.langaracs.ca/courses/CRIM/2416,0
Langara English Test,Exam,,3
CRIM 2315,CRIM,https://planner.langaracs.ca/courses/CRIM/2315,0
CRIM 2316,CRIM,https://planner.langaracs.ca/courses/CRIM/2316,0
CHEM 1221,CHEM,https://planner.langaracs.ca/courses/CHEM/1221,0
MARK 2400,MARK,https://planner.langaracs.ca/courses/MARK/2400,0
PUBL 1115,PUBL,https://planner.langaracs.ca/courses/PUBL/1115,1
PUBL 1155,PUBL,https://planner.langaracs.ca/courses/PUBL/1155,1
JOUR 1100,JOUR,https://planner.langaracs.ca/courses/JOUR/1100,0
equivalent,HS Course,,1
TOEFL - internet-based (IBT),Exam,,1
CAEL,Exam,,1
CRIM 2104,CRIM,https://planner.langaracs.ca/courses/CRIM/2104,0
ENGL 1135,ENGL,https://planner.langaracs.ca/courses/ENGL/1135,0
ENGL 1395,ENGL,https://planner.langaracs.ca/courses/ENGL/1395,0
RECR 4160,RECR,https://planner.langaracs.ca/courses/RECR/4160,0
RECR 4270,RECR,https://planner.langaracs.ca/courses/RECR/4270,0
RECR 3260,RECR,https://planner.langaracs.ca/courses/RECR/3260,0
RECR 4150,RECR,https://planner.langaracs.ca/courses/RECR/4150,0
RECR 3230,RECR,https://planner.langaracs.ca/courses/RECR/3230,0
FMGT 2308,FMGT,https://planner.langaracs.ca/courses/FMGT/2308,0
SPAN 1205,SPAN,https://planner.langaracs.ca/courses/SPAN/1205,0
SPAN 1118,SPAN,https://planner.langaracs.ca/courses/SPAN/1118,1
CHEM 2250,CHEM,https://planner.langaracs.ca/courses/CHEM/2250,0
MATH 2365,MATH,https://planner.langaracs.ca/courses/MATH/2365,0
CPSC 2301,CPSC,https://planner.langaracs.ca/courses/CPSC/2301,0
ECON 2296,ECON,https://planner.langaracs.ca/courses/ECON/2296,0
LIBR 2419,LIBR,https://planner.langaracs.ca/courses/LIBR/2419,0
MARK 4250,MARK,https://planner.langaracs.ca/courses/MARK/4250,0
PHYS 1114,PHYS,https://planner.langaracs.ca/courses/PHYS/1114,1
MATH 1283,MATH,https://planner.langaracs.ca/courses/MATH/1283,1
Data Analytics Math Assessment Test,Exam,,2
CPSC 2030,CPSC,https://planner.langaracs.ca/courses/CPSC/2030,0
ENVS 2391,ENVS,https://planner.langaracs.ca/courses/ENVS/2391,0
BIOL 1118,BIOL,https://planner.langaracs.ca/courses/BIOL/1118,1
BIOL 1218,BIOL,https://planner.langaracs.ca/courses/BIOL/1218,1
ENVS 2390,ENVS,https://planner.langaracs.ca/courses/ENVS/2390,1
ENVS 2470,ENVS,https://planner.langaracs.ca/courses/ENVS/2470,1
BCAP 4200,BCAP,https://planner.langaracs.ca/courses/BCAP/4200,0
BUSM 3500,BUSM,https://planner.langaracs.ca/courses/BUSM/3500,0
BUSM 4100,BUSM,https://planner.langaracs.ca/courses/BUSM/4100,0
GEOG 2250,GEOG,https://planner.langaracs.ca/courses/GEOG/2250,1
GEOG 2210,GEOG,https://planner.langaracs.ca/courses/GEOG/2210,3
GEOG 2230,GEOG,https://planner.langaracs.ca/courses/GEOG/2230,1
GEOG 2270,GEOG,https://planner.langaracs.ca/courses/GEOG/2270,2
GEOG 1100,GEOG,https://planner.langaracs.ca/courses/GEOG/1100,2
LAMS 1100,LAMS,https://planner.langaracs.ca/courses/LAMS/1100,1
LAMS 1101,LAMS,https://planner.langaracs.ca/courses/LAMS/1101,1
INTB 4100,INTB,https://planner.langaracs.ca/courses/INTB/4100,0
INTB 2000,INTB,https://planner.langaracs.ca/courses/INTB/2000,1
MATH 2371,MATH,https://planner.langaracs.ca/courses/MATH/2371,0
HSCI 2215,HSCI,https://planner.langaracs.ca/courses/HSCI/2215,0
HSCI 2214,HSCI,https://planner.langaracs.ca/courses/HSCI/2214,0
HSCI 2212,HSCI,https://planner.langaracs.ca/courses/HSCI/2212,0
MARK 3210,MARK,https://planner.langaracs.ca/courses/MARK/3210,0
MARK 3200,MARK,https://planner.langaracs.ca/courses/MARK/3200,0
MARK 3150,MARK,https://planner.langaracs.ca/courses/MARK/3150,0
GERO 2225,GERO,https://planner.langaracs.ca/courses/GERO/2225,0
LIBR 1395,LIBR,https://planner.langaracs.ca/courses/LIBR/1395,0
GEOG 2240,GEOG,https://planner.langaracs.ca/courses/GEOG/2240,1
FMGT 2475,FMGT,https://planner.langaracs.ca/courses/FMGT/2475,0
FMGT 1285,FMGT,https://planner.langaracs.ca/courses/FMGT/1285,1
COOP 2302,COOP,https://planner.langaracs.ca/courses/COOP/2302,2
COOP 2303,COOP,https://planner.langaracs.ca/courses/COOP/2303,2
KINS 2280,KINS,https://planner.langaracs.ca/courses/KINS/2280,0
KINS 1101,KINS,https://planner.langaracs.ca/courses/KINS/1101,1
PSYC 2425,PSYC,https://planner.langaracs.ca/courses/PSYC/2425,0
HSCI 2230,HSCI,https://planner.langaracs.ca/courses/HSCI/2230,0
PSYC 2321,PSYC,https://planner.langaracs.ca/courses/PSYC/2321,2
HSCI 2207,HSCI,https://planner.langaracs.ca/courses/HSCI/2207,0
CPSC 2261,CPSC,https://planner.langaracs.ca/courses/CPSC/2261,0
AHIS 1219,AHIS,https://planner.langaracs.ca/courses/AHIS/1219,1
PUBL 1100,PUBL,https://planner.langaracs.ca/courses/PUBL/1100,1
PUBL 1900,PUBL,https://planner.langaracs.ca/courses/PUBL/1900,1
BUSM 1285,BUSM,https://planner.langaracs.ca/courses/BUSM/1285,4
FMGT 2371,FMGT,https://planner.langaracs.ca/courses/FMGT/2371,5
FMGT 2474,FMGT,https://planner.langaracs.ca/courses/FMGT/2474,4
JOUR 2450,JOUR,https://planner.langaracs.ca/courses/JOUR/2450,0
POLI 2275,POLI,https://planner.langaracs.ca/courses/POLI/2275,0
POLI 2265,POLI,https://planner.langaracs.ca/courses/POLI/2265,0
POLI 2255,POLI,https://planner.langaracs.ca/courses/POLI/2255,0
EXPE 4844,EXPE,https://planner.langaracs.ca/courses/EXPE/4844,0
EXPE 4800,EXPE,https://planner.langaracs.ca/courses/EXPE/4800,1
EXPE 4834,EXPE,https://planner.langaracs.ca/courses/EXPE/4834,0
BUSM 2450,BUSM,https://planner.langaracs.ca/courses/BUSM/2450,0
BUSM 1100,BUSM,https://planner.langaracs.ca/courses/BUSM/1100,1
MARK 2000,MARK,https://planner.langaracs.ca/courses/MARK/2000,0
CRIM 2295,CRIM,https://planner.langaracs.ca/courses/CRIM/2295,0
CRIM 1215,CRIM,https://planner.langaracs.ca/courses/CRIM/1215,1
CRIM 1216,CRIM,https://planner.langaracs.ca/courses/CRIM/1216,2
MATH 1210,MATH,https://planner.langaracs.ca/courses/MATH/1210,1
LETN,Exam,,1
EXPE 2300,EXPE,https://planner.langaracs.ca/courses/EXPE/2300,0
SSRV 2000,SSRV,https://planner.langaracs.ca/courses/SSRV/2000,0
BUSM 2300,BUSM,https://planner.langaracs.ca/courses/BUSM/2300,0
CRIM 2415,CRIM,https://planner.langaracs.ca/courses/CRIM/2415,0
CJUS 2418,CJUS,https://planner.langaracs.ca/courses/CJUS/2418,0
SSRV 2001,SSRV,https://planner.langaracs.ca/courses/SSRV/2001,0
CPSC 2190,CPSC,https://planner.langaracs.ca/courses/CPSC/2190,0
KINS 2370,KINS,https://planner.langaracs.ca/courses/KINS/2370,0
KINS 2206,KINS,https://planner.langaracs.ca/courses/KINS/2206,0
Pre-calculus 11,HS Course,,1
Pre-calculus 12,HS Course,,1
